text,true_label,bert_prediction,bert_confidence,gpt2_explanation,gpt2_message,correct
"This is disgusting treatment of any student black or white, I don't think Adelman can be fixed, let him go.",0,1,0.7550657391548157,"the language here is unnecessarily harsh. Strong words can make people defensive and stop listening to what you have to say. Consider saying any of the following:
- I feel strongly about this, and here's my honest view.
- I'm really frustrated by this situation.
- I strongly disagree with that position.",,False
"You will excuse us if we see this, we are crazy",0,1,0.5404926538467407,"it contains inappropriate content. There are better ways to express your thoughts constructively. Consider saying any of the following:
- Let me rephrase that in a more appropriate way.
- I can say that more clearly and respectfully.
- Here's a better way to express that.",,False
"Once again the shameless intellectually bankrupt clowns refer to criminal vagrancy as ""homelessness."" We're supposed to abandon intelligence, logic, and common sense, and pretend the obnoxious criminal behavior that endangers our community isn't what got these social parasites booted, it's because government didn't steal enough of your wages to give these social parasites a free ride. We are dealing with people (sic) who are dead end dead beat losers void of a work ethic who refuse to grow up and accept the responsibility of adulthood. There are ample programs to get them help and a job, but, they prey on the truly stupid of our community, the obnoxious enablers of this dysfunction who claim they're merely ""homeless.""",1,0,0.653649628162384,,Comment is safe,False
"can you not find anything more important to do , like killing yourself ?",1,0,0.6581794023513794,,Comment is safe,False
"dont give me that, its only hisstart",0,1,0.6150205135345459,"it includes threatening language. Wishing harm on others creates a hostile environment and is never acceptable. Consider saying any of the following:
- I'm angry, but I want to address this constructively.
- This really upset me, and I need to say that clearly.
- Let's deal with the issue directly instead of escalating it.",,False
"The only thing ISIS and al-Qaeda really prove, to intelligent people, it that they are hate mongering, brutal, genocide maniacs, that need to be exterminated from the face of the earth.",1,0,0.652455747127533,,Comment is safe,False
@OLE_VertyBstard @thereal_EMandM @Holt3 lay in it brother I'm a honky,1,0,0.5409588813781738,,Comment is safe,False
"@Misplaced_Momma 
Hello dare momma. I show glad dat u follow me. U lbe screamin hot in dem pitchers. 
You eva b wit colored men?",0,1,0.5797960162162781,"the language here is unnecessarily harsh. Strong words can make people defensive and stop listening to what you have to say. Consider saying any of the following:
- I feel strongly about this, and here's my honest view.
- I'm really frustrated by this situation.
- I strongly disagree with that position.",,False
"More intellectual dishonesty, and you accuse me of being uncivil! Once again, my words are misrepresented by a leftist who cannot  construct a real argument. Has leftism so degraded your mental faculties that you are left with no other approach than the amateurish parsing of language?

I wrote, and meant, ""drunken encounters that are later regretted."" I'm not sure how you can extrapolate that I excuse date rape from this scenario. The fact that an encounter is ""later regretted"" would presume that consent was initially given, would it not? Please stop wasting my time, you aren't on my level. 

As far as my tongue in cheek comment that we ship the postmodern feminist crusaders to Saudi Arabia, you would have to be autistic to take this comment at face value.  You don't seem to understand sarcasm, or maybe your misunderstanding is a deliberate attempt to divert the conversation? Please explain.",1,0,0.9915657043457031,,Comment is safe,False
"""@EdgarPixar: Overdosing on heavy drugs doesn't sound bad tonight."" I do that pussy shit every day.",0,1,0.9979477524757385,"it includes threatening language. Wishing harm on others creates a hostile environment and is never acceptable. Consider saying any of the following:
- I'm angry, but I want to address this constructively.
- This really upset me, and I need to say that clearly.
- Let's deal with the issue directly instead of escalating it.",,False
i think any one of any party who hides from their constituents is a complete chicken and a disgrace,0,1,0.6100759506225586,"it targets a group with hatred. Everyone deserves respect regardless of their identity or beliefs. Consider saying any of the following:
- I disagree with that viewpoint, but I want to keep this respectful.
- I have strong concerns about this idea, and here's why.
- I see this issue very differently.",,False
Just because we want to be tolerant it doesn't mean we have to be dummies too.,0,1,0.8545243144035339,"the language here is unnecessarily harsh. Strong words can make people defensive and stop listening to what you have to say. Consider saying any of the following:
- I feel strongly about this, and here's my honest view.
- I'm really frustrated by this situation.
- I strongly disagree with that position.",,False
"Wow..pretty ignorant statement. How many of the ""other side"" have infiltrated your precious liberal rallies and caused this violence of which you speak? How many of the ""other side"" have blocked roadways in order to stifle others freedom of speech and assembly?? I guess this is one of those rhetorical questions that require no answer.",0,1,0.5038192868232727,"it includes threatening language. Wishing harm on others creates a hostile environment and is never acceptable. Consider saying any of the following:
- I'm angry, but I want to address this constructively.
- This really upset me, and I need to say that clearly.
- Let's deal with the issue directly instead of escalating it.",,False
the hypocrisy in your statement is impressive .,1,0,0.9054328203201294,,Comment is safe,False
and yet the city council ripped out a perfectly good mall that was continually plagued with criminal vagrant social parasites. Meanwhile 5th street public market has expanded and continues to expand just a mere 4 blocks away.,1,0,0.9746579527854919,,Comment is safe,False
"Coos, Umpqua and Siuslaw tribes are nothing but yellow bellied, cry baby, money hogging, cowering, bumbling fools. 

If the tribes had a brain to begin with, they could take this opportunity to forgive and help educate the younger generation about Native American and their history. With this, there is no saving face, because to me, it's an embarrassment to even call myself a native American. It just shows the world how bitter and nasty they are.

The tribes have forgotten, forgiveness is the key to the future.",0,1,0.5551161766052246,"it includes threatening language. Wishing harm on others creates a hostile environment and is never acceptable. Consider saying any of the following:
- I'm angry, but I want to address this constructively.
- This really upset me, and I need to say that clearly.
- Let's deal with the issue directly instead of escalating it.",,False
Bengals kicker trash.,0,1,0.6765520572662354,"it includes threatening language. Wishing harm on others creates a hostile environment and is never acceptable. Consider saying any of the following:
- I'm angry, but I want to address this constructively.
- This really upset me, and I need to say that clearly.
- Let's deal with the issue directly instead of escalating it.",,False
"yeah , a walmart full of shoppers pulling their sidearms to shoot the person with a sidearm .",1,0,0.8444550037384033,,Comment is safe,False
P.s: i am a loser,0,1,0.943045973777771,"the language here is unnecessarily harsh. Strong words can make people defensive and stop listening to what you have to say. Consider saying any of the following:
- I feel strongly about this, and here's my honest view.
- I'm really frustrated by this situation.
- I strongly disagree with that position.",,False
"We are over-run with drunks and drug addicts, yet this perfect location for a treatment facility goes unused. This is insane. I'd much rather see my tax dollars go to effective treatment that removes addicts from the people, places and things that they associate with their addictions than pay for fences and private contractors to lock up the bathrooms every night.

It's a pity Eugene doesn't have a competent, professional city manager or at least some competent senior staff. Addictions can be treated, but we can't fix the flaw in our management staff since it is well known that one cannot fix stupid.",1,0,0.7344148755073547,,Comment is safe,False
@Pinche_Escobar too make up for your yellow chompers? #candyass,0,1,0.6905267238616943,"it includes threatening language. Wishing harm on others creates a hostile environment and is never acceptable. Consider saying any of the following:
- I'm angry, but I want to address this constructively.
- This really upset me, and I need to say that clearly.
- Let's deal with the issue directly instead of escalating it.",,False
i guess you missed the hypocrisy of christie lolling on a beach he closed to everyone else .,1,0,0.8510503172874451,,Comment is safe,False
Roy Hibbert so trash. It's unbelievable.,1,0,0.6191383600234985,,Comment is safe,False
&#8220;@CRYaboutitNIGGA: I get paid too chill.&#8221; Share the wealth Lil nicca,0,1,0.9640573263168335,"the language here is unnecessarily harsh. Strong words can make people defensive and stop listening to what you have to say. Consider saying any of the following:
- I feel strongly about this, and here's my honest view.
- I'm really frustrated by this situation.
- I strongly disagree with that position.",,False
@Paulyy2 nah some honkey lookin dude at chr,0,1,0.5568640828132629,"the language here is unnecessarily harsh. Strong words can make people defensive and stop listening to what you have to say. Consider saying any of the following:
- I feel strongly about this, and here's my honest view.
- I'm really frustrated by this situation.
- I strongly disagree with that position.",,False
"“Will Whiteness History Month make all white people hate themselves? Will white students cry themselves to sleep for the rest of their lives?”

Hahahahahaha. This makes me very happy. The whole idea sounds a little bit ridiculous but it’s bound to spark some real political hostility! Hoorah for PCC.",0,1,0.5075905919075012,"it includes threatening language. Wishing harm on others creates a hostile environment and is never acceptable. Consider saying any of the following:
- I'm angry, but I want to address this constructively.
- This really upset me, and I need to say that clearly.
- Let's deal with the issue directly instead of escalating it.",,False
Are you suggesting that the Oregon Attorney General NOT place mandatory minimum sentences because doing so will lead to martyrdom and encourage others to do equally stupid things?,0,1,0.916236937046051,"it targets a group with hatred. Everyone deserves respect regardless of their identity or beliefs. Consider saying any of the following:
- I disagree with that viewpoint, but I want to keep this respectful.
- I have strong concerns about this idea, and here's why.
- I see this issue very differently.",,False
Lmaooooo im outta here RT @da_1eye_creep Bobby Shmurda looks like a negro league player http://t.co/SngyNAGULC,1,0,0.6032598614692688,,Comment is safe,False
RT @UncleBlazer: Yo mama so ghetto she uses cigarette butts as q-tips,0,1,0.686441957950592,"the language here is unnecessarily harsh. Strong words can make people defensive and stop listening to what you have to say. Consider saying any of the following:
- I feel strongly about this, and here's my honest view.
- I'm really frustrated by this situation.
- I strongly disagree with that position.",,False
"I owned rental units for 15 years. I hated it. I had so many bad tenants that I used to tell people that in the rental business when it comes to people ""you are dealing with the cream of the crap."" It really was true!",1,0,0.6110551357269287,,Comment is safe,False
"If any of the cry babies who dont respect democracy come , it will be the bad drain.",0,1,0.6585326790809631,"it includes threatening language. Wishing harm on others creates a hostile environment and is never acceptable. Consider saying any of the following:
- I'm angry, but I want to address this constructively.
- This really upset me, and I need to say that clearly.
- Let's deal with the issue directly instead of escalating it.",,False
They're calling it #Sandy because the wind is going to make a lot girls clams really sandy,1,0,0.978719174861908,,Comment is safe,False
Is your real name Dick Cheney?,0,1,0.5792396664619446,"the language here is unnecessarily harsh. Strong words can make people defensive and stop listening to what you have to say. Consider saying any of the following:
- I feel strongly about this, and here's my honest view.
- I'm really frustrated by this situation.
- I strongly disagree with that position.",,False
RT @MNYves: He's an idiot. RT @M00n_baby: miserable trash excuse for a man http://t.co/jtL7Uis2YM,0,1,0.956274151802063,"it includes threatening language. Wishing harm on others creates a hostile environment and is never acceptable. Consider saying any of the following:
- I'm angry, but I want to address this constructively.
- This really upset me, and I need to say that clearly.
- Let's deal with the issue directly instead of escalating it.",,False
Yes billary is a way better liar. But then again who cares right?,1,0,0.6049554944038391,,Comment is safe,False
This bitch THINCC she dress coding me &#9995;&#128514;&#128557;,0,1,0.9984791874885559,"the language here is unnecessarily harsh. Strong words can make people defensive and stop listening to what you have to say. Consider saying any of the following:
- I feel strongly about this, and here's my honest view.
- I'm really frustrated by this situation.
- I strongly disagree with that position.",,False
"&#8220;@IdLikeToCare: @idpetition Wow, putting a whole manifesto up using TwitLonger. 

And by a Canadian. Hey hoser....how many will you adopt?",1,0,0.9515136480331421,,Comment is safe,False
RT @ooxlexx: I can't stand to be around ghetto girls.&#128134;,0,1,0.5642334222793579,"the language here is unnecessarily harsh. Strong words can make people defensive and stop listening to what you have to say. Consider saying any of the following:
- I feel strongly about this, and here's my honest view.
- I'm really frustrated by this situation.
- I strongly disagree with that position.",,False
Obama will leave the ISIS mess for Trump.,0,1,0.8220223188400269,"it includes threatening language. Wishing harm on others creates a hostile environment and is never acceptable. Consider saying any of the following:
- I'm angry, but I want to address this constructively.
- This really upset me, and I need to say that clearly.
- Let's deal with the issue directly instead of escalating it.",,False
RT @MobJoe: Word. And it don't make u a hoe RT @100granHman: It's okay to have sex on first date long as the feeling is mutual,0,1,0.9556616544723511,"the language here is unnecessarily harsh. Strong words can make people defensive and stop listening to what you have to say. Consider saying any of the following:
- I feel strongly about this, and here's my honest view.
- I'm really frustrated by this situation.
- I strongly disagree with that position.",,False
Kelley is just a Big Oil flunky.,0,1,0.8440784811973572,"the language here is unnecessarily harsh. Strong words can make people defensive and stop listening to what you have to say. Consider saying any of the following:
- I feel strongly about this, and here's my honest view.
- I'm really frustrated by this situation.
- I strongly disagree with that position.",,False
how did you get to be so obtuse ?,1,0,0.5204281806945801,,Comment is safe,False
you socialists are the worst life form and well below algea when it comes to anything constuctive,1,0,0.8909869194030762,,Comment is safe,False
"""@QUAN1T0: 61% of welfare/government aid is claimed by white people. So y'all black slander is trash now.""",0,1,0.6113722324371338,"it includes threatening language. Wishing harm on others creates a hostile environment and is never acceptable. Consider saying any of the following:
- I'm angry, but I want to address this constructively.
- This really upset me, and I need to say that clearly.
- Let's deal with the issue directly instead of escalating it.",,False
"Your ignorant and judgmental opinions do not change proven medical fact.  You know nothing about heroin addiction or courtney.  So ""opinions"" I'd suggest that you educate yourself.",1,0,0.5458905100822449,,Comment is safe,False
"all cats running lose need to be exterminated. what a puke like you fails to grasp is if the owner of that cat wasn't so grossly irresponsible letting the cat run lose to destroy other peoples yards and kill our song birds, it wouldn't have been killed by the neighbor fed up with this gross irresponsible jerk of a neighbor. But I will never expect a POS like you to understand that.",0,1,0.6765812039375305,"the language here is unnecessarily harsh. Strong words can make people defensive and stop listening to what you have to say. Consider saying any of the following:
- I feel strongly about this, and here's my honest view.
- I'm really frustrated by this situation.
- I strongly disagree with that position.",,False
Keep those away frm Charlie Day RT @JhonenV: Just once in my life I'd like for someone's favorite part of my body to be my disgusting knees.,0,1,0.8284760117530823,"the language here is unnecessarily harsh. Strong words can make people defensive and stop listening to what you have to say. Consider saying any of the following:
- I feel strongly about this, and here's my honest view.
- I'm really frustrated by this situation.
- I strongly disagree with that position.",,False
@elchavaloko pinche panamonos negros me Dan asco,0,1,0.8681777715682983,"the language here is unnecessarily harsh. Strong words can make people defensive and stop listening to what you have to say. Consider saying any of the following:
- I feel strongly about this, and here's my honest view.
- I'm really frustrated by this situation.
- I strongly disagree with that position.",,False
the hypocrisy of liberals knows no bound.,0,1,0.5660184025764465,"it attacks the person rather than the argument. Name-calling doesn't help anyone understand your point better. Consider saying any of the following:
- I disagree with that, and here's why.
- I see this differently, and I want to explain my view clearly.
- I don't think that's accurate or fair.",,False
"How do you know “torture results in little more than false confessions”? 

Kerry reply on ex-gitmo prisoner returning to jihad …. “Well, Senator, he’s not supposed to be doing that.” http://drrichswier.com/2016/02/28/video-kerry-on-gitmo-prisoner-who-returned-to-jihad-hes-not-supposed-to-be-doing-that/

Why do you defend these unconscionable jihadists who hate America, women and homosexuals?",1,0,0.8765912055969238,,Comment is safe,False
douglass man that thing was crazy now he a whole principal somewhere,0,1,0.5374647974967957,"the language here is unnecessarily harsh. Strong words can make people defensive and stop listening to what you have to say. Consider saying any of the following:
- I feel strongly about this, and here's my honest view.
- I'm really frustrated by this situation.
- I strongly disagree with that position.",,False
maybe we should just all give him the silent treatment and hope he buzzes off .,1,0,0.9881303310394287,,Comment is safe,False
here you are now trying to run your corrupt game on him some more .,0,1,0.799680233001709,"the language here is unnecessarily harsh. Strong words can make people defensive and stop listening to what you have to say. Consider saying any of the following:
- I feel strongly about this, and here's my honest view.
- I'm really frustrated by this situation.
- I strongly disagree with that position.",,False
can we apply that litmus test to muslims that kill in the name of their religion ? .,1,0,0.7196165919303894,,Comment is safe,False
RT @Cajun_peach: Because humans aren't delicious ho RT @peta: Smarter than dogs AND your 3-year-old child. So why EAT them? http://t.co/eRT&#8230;,0,1,0.6077347993850708,"the language here is unnecessarily harsh. Strong words can make people defensive and stop listening to what you have to say. Consider saying any of the following:
- I feel strongly about this, and here's my honest view.
- I'm really frustrated by this situation.
- I strongly disagree with that position.",,False
@EricBaetsle your a greaser,0,1,0.7949662804603577,"it includes threatening language. Wishing harm on others creates a hostile environment and is never acceptable. Consider saying any of the following:
- I'm angry, but I want to address this constructively.
- This really upset me, and I need to say that clearly.
- Let's deal with the issue directly instead of escalating it.",,False
"@NOAA #EarthDayNOAA 
Is da colored folk allowed to join? Cuz in my hood folk worried about da watermelon not growin and da chicken too small",1,0,0.7246708869934082,,Comment is safe,False
"if bandera is terrorist , you are supporter of terrorism .",1,0,0.6904494762420654,,Comment is safe,False
"Nice story, but who is Krantz? Only last name mentioned in the story. Also: silly restaurant name and insensitive drink name coupled with a not-so-smart publicist who would not be working for me after a post like that.",1,0,0.8780221939086914,,Comment is safe,False
"While I think Obama would be a good choice, I mostly want to see that nomination just to be able to watch McConnel's head explode.",1,0,0.9750854969024658,,Comment is safe,False
Drita is that nicca! Lmao,0,1,0.9893367290496826,"the language here is unnecessarily harsh. Strong words can make people defensive and stop listening to what you have to say. Consider saying any of the following:
- I feel strongly about this, and here's my honest view.
- I'm really frustrated by this situation.
- I strongly disagree with that position.",,False
@BolandDrummer I have never once in my life been to a 'coffee shop' like Starbucks. I am a hick though.,0,1,0.829840898513794,"it includes threatening language. Wishing harm on others creates a hostile environment and is never acceptable. Consider saying any of the following:
- I'm angry, but I want to address this constructively.
- This really upset me, and I need to say that clearly.
- Let's deal with the issue directly instead of escalating it.",,False
"I mean most ppl confuse when to use ""to"" and ""too"", this nicca used the word ""two"" when he should've used ""to"" &#128530;",0,1,0.9605945348739624,"the language here is unnecessarily harsh. Strong words can make people defensive and stop listening to what you have to say. Consider saying any of the following:
- I feel strongly about this, and here's my honest view.
- I'm really frustrated by this situation.
- I strongly disagree with that position.",,False
"AlwaysThere, oh dear, that's crushing. Here I am believing that the earth orbits around the sun, that there are planets, that dinosaurs once roamed the earth, that what we see as stars in the sky are galaxies and beyond ... but if all of that is just assumptions, damn. So sad.",1,0,0.8419743180274963,,Comment is safe,False
RT @kitt: @shinypb not only you. and that pom stuff? totally porn.,0,1,0.7189787030220032,"the language here is unnecessarily harsh. Strong words can make people defensive and stop listening to what you have to say. Consider saying any of the following:
- I feel strongly about this, and here's my honest view.
- I'm really frustrated by this situation.
- I strongly disagree with that position.",,False
should i just assume that whoever wrote this article was being ignorant?,0,1,0.7448082566261292,"the language here is unnecessarily harsh. Strong words can make people defensive and stop listening to what you have to say. Consider saying any of the following:
- I feel strongly about this, and here's my honest view.
- I'm really frustrated by this situation.
- I strongly disagree with that position.",,False
well why would a person fight a person that has a blade .....and is sitting on a poopo hole.....its called 911....i got a crazy dude in my house...,1,0,0.654718279838562,,Comment is safe,False
one of the worst people on the planet .,1,0,0.8201215863227844,,Comment is safe,False
"and another one &#8220;@07Cannon: Two hoes? RT ""@xoxo_imaunicorn: y'all know what we are?! &#128514;&#128514;"" http://t.co/XI5Aod1FAo&#8221;",0,1,0.9778175950050354,"it includes threatening language. Wishing harm on others creates a hostile environment and is never acceptable. Consider saying any of the following:
- I'm angry, but I want to address this constructively.
- This really upset me, and I need to say that clearly.
- Let's deal with the issue directly instead of escalating it.",,False
Sucks to be someone in a wheelchair or using a walker trying to use one of those sidewalks between 9pm and 7am,0,1,0.6810691952705383,"it includes threatening language. Wishing harm on others creates a hostile environment and is never acceptable. Consider saying any of the following:
- I'm angry, but I want to address this constructively.
- This really upset me, and I need to say that clearly.
- Let's deal with the issue directly instead of escalating it.",,False
"I averaged a pathetic $300 a week gross vending LCFM and came in the top 1% in sales. I averaged $3200 a week vending Beaverton Farmers Market. In the manner these 2 liberal corporations operate they cater to the bottom of the barrel, and alienate the spending consumer downtown Eugene desperately needs.",0,1,0.5971024036407471,"it targets a group with hatred. Everyone deserves respect regardless of their identity or beliefs. Consider saying any of the following:
- I disagree with that viewpoint, but I want to keep this respectful.
- I have strong concerns about this idea, and here's why.
- I see this issue very differently.",,False
"Sorry but THAT is an over simplistic statement of obvious ignorance!!! Please see my reply to Oregongal 2

To understand HOW you ended up this ignorant (that does NOT mean stupid)  please see:

""The Deliberate Dumbing Down of America""  by Charlotte Iserbyt (pub.1995) available on Amazon and several great interviews with her
on YouTube.  She is a former Senior Policy Advisor at the National Department of Education.",0,1,0.6481612324714661,"it includes threatening language. Wishing harm on others creates a hostile environment and is never acceptable. Consider saying any of the following:
- I'm angry, but I want to address this constructively.
- This really upset me, and I need to say that clearly.
- Let's deal with the issue directly instead of escalating it.",,False
I don't know what you been told but I love them project hoes,0,1,0.9842337965965271,"it includes threatening language. Wishing harm on others creates a hostile environment and is never acceptable. Consider saying any of the following:
- I'm angry, but I want to address this constructively.
- This really upset me, and I need to say that clearly.
- Let's deal with the issue directly instead of escalating it.",,False
As a coffe snob I can tell you that this coffee beats the heck out of Starbucks and Dutch Bros.,0,1,0.8832727074623108,"the language here is unnecessarily harsh. Strong words can make people defensive and stop listening to what you have to say. Consider saying any of the following:
- I feel strongly about this, and here's my honest view.
- I'm really frustrated by this situation.
- I strongly disagree with that position.",,False
RT @radiomaru: nerds are cool because they get really judge-y about other nerds being passionate about things they aren't passionate abo ...,0,1,0.5680813193321228,"the language here is unnecessarily harsh. Strong words can make people defensive and stop listening to what you have to say. Consider saying any of the following:
- I feel strongly about this, and here's my honest view.
- I'm really frustrated by this situation.
- I strongly disagree with that position.",,False
So many weird people in the ghetto at this time.,0,1,0.7250399589538574,"the language here is unnecessarily harsh. Strong words can make people defensive and stop listening to what you have to say. Consider saying any of the following:
- I feel strongly about this, and here's my honest view.
- I'm really frustrated by this situation.
- I strongly disagree with that position.",,False
"read the trashy quran , folks , for yourselves .",1,0,0.688655436038971,,Comment is safe,False
I see u jigga!!!! Hillary $wankin,0,1,0.994905948638916,"the language here is unnecessarily harsh. Strong words can make people defensive and stop listening to what you have to say. Consider saying any of the following:
- I feel strongly about this, and here's my honest view.
- I'm really frustrated by this situation.
- I strongly disagree with that position.",,False
"If you want to read a real eye opener on SuHydro heres the link.  Starts on Page 12.
  https://www.adn.com/sites/default/files/2003_06-AlaskaMegaProjects.pdf
References Bureau of Rec's failed attempt in the 1950's.  Kill this dog once and for all!",1,0,0.886802613735199,,Comment is safe,False
Gary's girl was a tranny. RT @Em_99car: I wonder what would have become of @rickspringfield if he'd written 'Gary's Girl'.,0,1,0.6627017855644226,"the language here is unnecessarily harsh. Strong words can make people defensive and stop listening to what you have to say. Consider saying any of the following:
- I feel strongly about this, and here's my honest view.
- I'm really frustrated by this situation.
- I strongly disagree with that position.",,False
Is it weird licking your own nip?,0,1,0.8120514154434204,"the language here is unnecessarily harsh. Strong words can make people defensive and stop listening to what you have to say. Consider saying any of the following:
- I feel strongly about this, and here's my honest view.
- I'm really frustrated by this situation.
- I strongly disagree with that position.",,False
RT @ChrissyNich: To call Martin baker an Uncle Tom and uppity because he's not siding with the majority pure ignorance....,0,1,0.6211535334587097,"the language here is unnecessarily harsh. Strong words can make people defensive and stop listening to what you have to say. Consider saying any of the following:
- I feel strongly about this, and here's my honest view.
- I'm really frustrated by this situation.
- I strongly disagree with that position.",,False
RT @AshleighRollin: &#8220;@ViriDoesItt: Kissin small lips is trash lol..&#8221; Trash,1,0,0.6556710600852966,,Comment is safe,False
@denytheprophecy when you realize you're trash,1,0,0.8215553760528564,,Comment is safe,False
"Tuesday Jan. 13, members of 
this socalled 'militia' traveled to
John Day,Or to try to enlist the sherif 
there to come to Malheur and support them. He refused to go
without the approval of the local 
sheriff in Burns, Dave Ward.
Sheriff Ward said he only wanted 
The John Day sheriff to come to
Burns if he would be willing to 'shame and humiliate' the trespassers into leaving.
The Bundy Bunch are armed terrorist idiots who are attempting to poison my State with their toxic and divisive brand of 'politics'. They need to be arrested and prosecuted.
Rallies to support public lands and
the Malheur Refuge are being held in 
PDX, Eugene, and other cities across 
Or. next Tuesday Jan. 19: check out
#SupportMalheur.
And yes, I have lived in both rural 
Or (25 years) and urban Or.",0,1,0.5404409766197205,"it includes threatening language. Wishing harm on others creates a hostile environment and is never acceptable. Consider saying any of the following:
- I'm angry, but I want to address this constructively.
- This really upset me, and I need to say that clearly.
- Let's deal with the issue directly instead of escalating it.",,False
Lunatic fringe reports.,0,1,0.636081874370575,"the language here is unnecessarily harsh. Strong words can make people defensive and stop listening to what you have to say. Consider saying any of the following:
- I feel strongly about this, and here's my honest view.
- I'm really frustrated by this situation.
- I strongly disagree with that position.",,False
@Scoob3y yeah and you're gonna play with retards who wanna do drugs all day but &#128056;&#9749;&#65039;,0,1,0.9286327362060547,"it includes threatening language. Wishing harm on others creates a hostile environment and is never acceptable. Consider saying any of the following:
- I'm angry, but I want to address this constructively.
- This really upset me, and I need to say that clearly.
- Let's deal with the issue directly instead of escalating it.",,False
"@NG5_ Thirsty Giants are always like ""ho, ho, ho""",0,1,0.7966613173484802,"the language here is unnecessarily harsh. Strong words can make people defensive and stop listening to what you have to say. Consider saying any of the following:
- I feel strongly about this, and here's my honest view.
- I'm really frustrated by this situation.
- I strongly disagree with that position.",,False
@jsimsromance My guy is a Maine coon and a total cuddle bum. Every one that I've ever met has been super friendly.,0,1,0.7561477422714233,"the language here is unnecessarily harsh. Strong words can make people defensive and stop listening to what you have to say. Consider saying any of the following:
- I feel strongly about this, and here's my honest view.
- I'm really frustrated by this situation.
- I strongly disagree with that position.",,False
"It's time to  play ""lawsuit Lottery""!  Yeah, sue the pants off those people!  They don't deserve to be in business after this, take it all!",0,1,0.5057613253593445,"the language here is unnecessarily harsh. Strong words can make people defensive and stop listening to what you have to say. Consider saying any of the following:
- I feel strongly about this, and here's my honest view.
- I'm really frustrated by this situation.
- I strongly disagree with that position.",,False
RT @ConservativeLA: Let the Dem concern-trolling commence in earnest! Wagons ho!,0,1,0.7523382902145386,"the language here is unnecessarily harsh. Strong words can make people defensive and stop listening to what you have to say. Consider saying any of the following:
- I feel strongly about this, and here's my honest view.
- I'm really frustrated by this situation.
- I strongly disagree with that position.",,False
Gansitos are ATG beaner candy,1,0,0.5925249457359314,,Comment is safe,False
"It is really hard to defend illiterate, greedy people who are easliyl manipulated",0,1,0.5050703883171082,"it includes threatening language. Wishing harm on others creates a hostile environment and is never acceptable. Consider saying any of the following:
- I'm angry, but I want to address this constructively.
- This really upset me, and I need to say that clearly.
- Let's deal with the issue directly instead of escalating it.",,False
"Affirmative action to match the US population?   C'mon Man!  It's gonna really be hard to find that many non-blacks (other than  some Samoans) who won't get squashed flat on their first 1st down or slammed over the top by that 6'8"" black forward!  You're talking like a crazy man!",1,0,0.6734225153923035,,Comment is safe,False
People who don't put their blinkers on seriously just need to crash into a pole or something &#128548; #moveoutmyway#bitch,0,1,0.9831644892692566,"it contains inappropriate content. There are better ways to express your thoughts constructively. Consider saying any of the following:
- Let me rephrase that in a more appropriate way.
- I can say that more clearly and respectfully.
- Here's a better way to express that.",,False
"Love it!  Alas, though, there are no fun non-derogatory nouns for the male equivalent of tomboy.  My son's choices will be relegated to ""sissy""/""mama's boy"" or ""variant""/""nonconforming"".   Yes, he's a ""boy"" and ""human"" -- but as you noted, the power of self-identification as something cool and different can be magical.",1,0,0.9961183071136475,,Comment is safe,False
"hes a killer , though , mr .",1,0,0.7675215601921082,,Comment is safe,False
"Just your style...no, look over here. Now look over there. Those people did it. 
Stick to the subject - Adolph Trump - is corrupt, immoral, and a danger to our country. And you want him to know and carry the nuclear codes?",1,0,0.9175223708152771,,Comment is safe,False
ignorant of the most basic aspects of Canadian history .,0,1,0.8301427960395813,"the language here is unnecessarily harsh. Strong words can make people defensive and stop listening to what you have to say. Consider saying any of the following:
- I feel strongly about this, and here's my honest view.
- I'm really frustrated by this situation.
- I strongly disagree with that position.",,False
PND is my jigga man.,0,1,0.9912609457969666,"it includes threatening language. Wishing harm on others creates a hostile environment and is never acceptable. Consider saying any of the following:
- I'm angry, but I want to address this constructively.
- This really upset me, and I need to say that clearly.
- Let's deal with the issue directly instead of escalating it.",,False
RT @Carlozxivir: @VocaToaster ching chong,1,0,0.8859632015228271,,Comment is safe,False
"ScienceDuck:  You're seeking ""civil conversation"" on this site....oh, wait a minute, that's the name of the site, isn't it.  C.J.101's position is really rather simple....civil? well no, but certainly simple.  If you disagree with him, it's because you're a)ignorant (don't have the facts) or b) stupid (couldn't understand those facts if you had them) or c) both of the above.  Discussion, coversation and debate are all worthwhile pursuits.  Dismissing those who oppose your position as ignorant, as does CJ101, contributes nothing and, instead, inhibits such civil discourse.",1,0,0.5568966865539551,,Comment is safe,False
"I am offended by your lack of cultural awareness in writing this piece. ""cunt"" is a part of the generic diction of British English and is used as a generic insult. Your lack of tolerance for the British English dialect is deeply closed minded and offense. I demand that you take down this article and issue a apology to both Sean Hocking and to the people of Britain.",0,1,0.5964786410331726,"it includes threatening language. Wishing harm on others creates a hostile environment and is never acceptable. Consider saying any of the following:
- I'm angry, but I want to address this constructively.
- This really upset me, and I need to say that clearly.
- Let's deal with the issue directly instead of escalating it.",,False
"@MrFayoh Im a proud wacko bird, how bout you?",0,1,0.817359983921051,"the language here is unnecessarily harsh. Strong words can make people defensive and stop listening to what you have to say. Consider saying any of the following:
- I feel strongly about this, and here's my honest view.
- I'm really frustrated by this situation.
- I strongly disagree with that position.",,False
